Indicator,Disaggregation combinations using this value
#1-2-1,2
#16-9-1,2
#2-2-1,1
#2-2-2,2
#3-1-2,2
#3-7-1,2
#4-1-MZ_2,10
#4-1-MZ_3,10
#4-1-MZ_4,12
#4-1-MZ_5,5
#4-5-1,6
#4-a-MZ_1,4
#4-a-MZ_2,5
#5-2-1,7
#5-b-1,1
#6-1-1,2
#6-2-1,2
#7-1-1,2
