Value,Disaggregation combinations using this value,Number of indicators
_T,1402,86
Y_GE60,4,4
Y_GE65,6,1
Y0T2,2,1
Y0T4,4,4
Y10T14,5,5
Y15T19,19,7
Y15T24,3,1
Y15T49,7,1
Y20T24,18,7
Y25T29,17,6
Y2T4,2,1
Y30T34,10,5
Y30T39,7,1
Y35T39,10,5
Y40T44,10,5
Y40T49,7,1
Y45T49,10,5
Y50T54,10,5
Y55T59,10,5
Y5T9,4,4
Y60T64,6,1
