Indicator,Disaggregation combinations using this value
#1-1-1,1
#1-2-1,1
#1-2-2,1
#10-2-1,1
#16-9-1,2
#17-8-1,6
#4-1-MZ_1,2
#4-1-MZ_3,10
#4-1-MZ_4,12
#4-1-MZ_5,5
#4-c-1,12
#5-b-1,1
#8-5-2,24
#8-6-1,1
