Indicator,Disaggregation combinations using this value
#1-1-1,1
#1-2-1,2
#1-2-2,1
#16-9-1,2
#17-8-1,6
#2-2-1,1
#2-2-2,2
#3-1-2,2
#3-7-1,2
#5-2-1,7
#5-b-1,1
#6-1-1,2
#6-2-1,2
#7-1-1,2
#8-10-1,3
