Value,Disaggregation combinations using this value,Number of indicators
C,3,3
E,1,1
ED,3,3
ISCO08_221,1,1
ISCO08_222_322,1,1
ISCO08_2261,1,1
ISCO08_2262,1,1
ISCO08_7,3,3
ISCO68_2,3,3
ISCO68_6,3,3
ISCO88_1,3,3
ONA,3,3
OO,3,3
PC,3,3
PS,3,3
_T,679,87
TNU,3,3
TU,3,3
