Year,REPORTING_TYPE,SERIES,REF_AREA,SEX,AGE,URBANISATION,EDUCATION_LEV,OCCUPATION,DISABILITY_STATUS,COMPOSITE_BREAKDOWN,INCOME_WEALTH_QUANTILE,UNIT_MEASURE,UNIT_MULT,TIME_DETAIL,Value
2015,N,GB_POP_SCIERD,508,_T,_T,_T,_T,_T,_T,_T,_T,por milhão de habitantes,0,2015,45.2
2016,N,GB_POP_SCIERD,508,_T,_T,_T,_T,_T,_T,_T,_T,por milhão de habitantes,0,2016,57.2
2017,N,GB_POP_SCIERD,508,_T,_T,_T,_T,_T,_T,_T,_T,por milhão de habitantes,0,2017,59.3
