Year,REPORTING_TYPE,SERIES,REF_AREA,SEX,AGE,URBANISATION,EDUCATION_LEV,OCCUPATION,DISABILITY_STATUS,COMPOSITE_BREAKDOWN,INCOME_WEALTH_QUANTILE,UNIT_MEASURE,UNIT_MULT,TIME_DETAIL,Value
2016,N,D19,MZ-B,_T,_T,_T,AGG_2,_T,_T,_T,_T,PT,0,2016,29.4
2017,N,D19,MZ-B,_T,_T,_T,AGG_2,_T,_T,_T,_T,PT,0,2017,20.6
2018,N,D19,MZ-B,_T,_T,_T,AGG_2,_T,_T,_T,_T,PT,0,2018,27.2
2015,N,D19,MZ-B,_T,_T,_T,AGG_3,_T,_T,_T,_T,PT,0,2015,9.6
2016,N,D19,MZ-B,_T,_T,_T,AGG_3,_T,_T,_T,_T,PT,0,2016,16.7
2017,N,D19,MZ-B,_T,_T,_T,AGG_3,_T,_T,_T,_T,PT,0,2017,9.8
2018,N,D19,MZ-B,_T,_T,_T,AGG_3,_T,_T,_T,_T,PT,0,2018,15.5
2015,N,D19,MZ-S,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,PT,0,2015,43.0
2016,N,D19,MZ-S,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,PT,0,2016,53.0
2017,N,D19,MZ-S,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,PT,0,2017,54.0
2018,N,D19,MZ-S,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,PT,0,2018,60.0
2015,N,D19,MZ-S,_T,_T,_T,AGG_2,_T,_T,_T,_T,PT,0,2015,25.5
2016,N,D19,MZ-S,_T,_T,_T,AGG_2,_T,_T,_T,_T,PT,0,2016,37.9
2017,N,D19,MZ-S,_T,_T,_T,AGG_2,_T,_T,_T,_T,PT,0,2017,27.5
2018,N,D19,MZ-S,_T,_T,_T,AGG_2,_T,_T,_T,_T,PT,0,2018,35.9
2015,N,D19,MZ-S,_T,_T,_T,AGG_3,_T,_T,_T,_T,PT,0,2015,15.8
2016,N,D19,MZ-S,_T,_T,_T,AGG_3,_T,_T,_T,_T,PT,0,2016,25.8
2017,N,D19,MZ-S,_T,_T,_T,AGG_3,_T,_T,_T,_T,PT,0,2017,10.2
2018,N,D19,MZ-S,_T,_T,_T,AGG_3,_T,_T,_T,_T,PT,0,2018,28.1
2015,N,D19,MZ-I,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,PT,0,2015,58.0
2016,N,D19,MZ-I,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,PT,0,2016,69.0
2017,N,D19,MZ-I,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,PT,0,2017,72.0
2018,N,D19,MZ-I,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,PT,0,2018,72.0
2015,N,D19,MZ-I,_T,_T,_T,AGG_2,_T,_T,_T,_T,PT,0,2015,17.8
2016,N,D19,MZ-I,_T,_T,_T,AGG_2,_T,_T,_T,_T,PT,0,2016,33.2
2017,N,D19,MZ-I,_T,_T,_T,AGG_2,_T,_T,_T,_T,PT,0,2017,35.8
2018,N,D19,MZ-I,_T,_T,_T,AGG_2,_T,_T,_T,_T,PT,0,2018,31.6
2015,N,D19,MZ-I,_T,_T,_T,AGG_3,_T,_T,_T,_T,PT,0,2015,9.2
2016,N,D19,MZ-I,_T,_T,_T,AGG_3,_T,_T,_T,_T,PT,0,2016,17.7
2017,N,D19,MZ-I,_T,_T,_T,AGG_3,_T,_T,_T,_T,PT,0,2017,12.2
2018,N,D19,MZ-I,_T,_T,_T,AGG_3,_T,_T,_T,_T,PT,0,2018,20.4
2015,N,D19,MZ-G,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,PT,0,2015,44.0
2016,N,D19,MZ-G,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,PT,0,2016,58.0
2017,N,D19,MZ-G,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,PT,0,2017,59.0
2018,N,D19,MZ-G,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,PT,0,2018,66.0
2015,N,D19,MZ-G,_T,_T,_T,AGG_2,_T,_T,_T,_T,PT,0,2015,23.3
2016,N,D19,MZ-G,_T,_T,_T,AGG_2,_T,_T,_T,_T,PT,0,2016,38.3
2017,N,D19,MZ-G,_T,_T,_T,AGG_2,_T,_T,_T,_T,PT,0,2017,22.6
2018,N,D19,MZ-G,_T,_T,_T,AGG_2,_T,_T,_T,_T,PT,0,2018,36.7
2015,N,D19,MZ-G,_T,_T,_T,AGG_3,_T,_T,_T,_T,PT,0,2015,12.5
2016,N,D19,MZ-G,_T,_T,_T,AGG_3,_T,_T,_T,_T,PT,0,2016,18.7
2017,N,D19,MZ-G,_T,_T,_T,AGG_3,_T,_T,_T,_T,PT,0,2017,9.3
2018,N,D19,MZ-G,_T,_T,_T,AGG_3,_T,_T,_T,_T,PT,0,2018,26.7
2015,N,D19,MZ-L,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,PT,0,2015,65.0
2016,N,D19,MZ-L,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,PT,0,2016,89.0
2017,N,D19,MZ-L,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,PT,0,2017,83.0
2018,N,D19,MZ-L,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,PT,0,2018,90.0
2015,N,D19,MZ-L,_T,_T,_T,AGG_2,_T,_T,_T,_T,PT,0,2015,21.7
2016,N,D19,MZ-L,_T,_T,_T,AGG_2,_T,_T,_T,_T,PT,0,2016,61.8
2017,N,D19,MZ-L,_T,_T,_T,AGG_2,_T,_T,_T,_T,PT,0,2017,39.8
2018,N,D19,MZ-L,_T,_T,_T,AGG_2,_T,_T,_T,_T,PT,0,2018,56.3
2015,N,D19,MZ-L,_T,_T,_T,AGG_3,_T,_T,_T,_T,PT,0,2015,10.5
2016,N,D19,MZ-L,_T,_T,_T,AGG_3,_T,_T,_T,_T,PT,0,2016,20.7
2017,N,D19,MZ-L,_T,_T,_T,AGG_3,_T,_T,_T,_T,PT,0,2017,12.0
2018,N,D19,MZ-L,_T,_T,_T,AGG_3,_T,_T,_T,_T,PT,0,2018,33.5
2015,N,D19,MZ6,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,PT,0,2015,65.0
2016,N,D19,MZ6,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,PT,0,2016,83.0
2017,N,D19,MZ6,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,PT,0,2017,80.0
2018,N,D19,MZ6,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,PT,0,2018,80.0
2015,N,D19,MZ6,_T,_T,_T,AGG_2,_T,_T,_T,_T,PT,0,2015,38.0
2016,N,D19,MZ6,_T,_T,_T,AGG_2,_T,_T,_T,_T,PT,0,2016,100.2
2017,N,D19,MZ6,_T,_T,_T,AGG_2,_T,_T,_T,_T,PT,0,2017,70.6
2018,N,D19,MZ6,_T,_T,_T,AGG_2,_T,_T,_T,_T,PT,0,2018,99.6
2015,N,D19,MZ6,_T,_T,_T,AGG_3,_T,_T,_T,_T,PT,0,2015,22.8
2016,N,D19,MZ6,_T,_T,_T,AGG_3,_T,_T,_T,_T,PT,0,2016,44.2
2017,N,D19,MZ6,_T,_T,_T,AGG_3,_T,_T,_T,_T,PT,0,2017,34.0
2018,N,D19,MZ6,_T,_T,_T,AGG_3,_T,_T,_T,_T,PT,0,2018,61.8
