Year,REPORTING_TYPE,SERIES,REF_AREA,SEX,AGE,URBANISATION,EDUCATION_LEV,OCCUPATION,DISABILITY_STATUS,COMPOSITE_BREAKDOWN,INCOME_WEALTH_QUANTILE,UNIT_MEASURE,UNIT_MULT,TIME_DETAIL,Value
2015,N,SL_TLF_UEM,508,_T,Y25T29,_T,_T,_T,_T,_T,_T,PT,0,2015,21.5
2015,N,SL_TLF_UEM,508,_T,Y25T29,_T,_T,_T,PD,_T,_T,PT,0,2015,26.3
2015,N,SL_TLF_UEM,508,_T,Y30T34,_T,_T,_T,_T,_T,_T,PT,0,2015,15.7
2015,N,SL_TLF_UEM,508,_T,Y30T34,_T,_T,_T,PD,_T,_T,PT,0,2015,24.3
2015,N,SL_TLF_UEM,508,_T,Y35T39,_T,_T,_T,_T,_T,_T,PT,0,2015,13.2
2015,N,SL_TLF_UEM,508,_T,Y35T39,_T,_T,_T,PD,_T,_T,PT,0,2015,7.8
2015,N,SL_TLF_UEM,508,_T,Y40T44,_T,_T,_T,_T,_T,_T,PT,0,2015,12.8
2015,N,SL_TLF_UEM,508,_T,Y40T44,_T,_T,_T,PD,_T,_T,PT,0,2015,11.8
2015,N,SL_TLF_UEM,508,_T,Y45T49,_T,_T,_T,_T,_T,_T,PT,0,2015,12.4
2015,N,SL_TLF_UEM,508,_T,Y45T49,_T,_T,_T,PD,_T,_T,PT,0,2015,16.2
2015,N,SL_TLF_UEM,508,_T,Y50T54,_T,_T,_T,_T,_T,_T,PT,0,2015,10.7
2015,N,SL_TLF_UEM,508,_T,Y50T54,_T,_T,_T,PD,_T,_T,PT,0,2015,25.8
2015,N,SL_TLF_UEM,508,_T,Y55T59,_T,_T,_T,_T,_T,_T,PT,0,2015,12.5
2015,N,SL_TLF_UEM,508,_T,Y55T59,_T,_T,_T,PD,_T,_T,PT,0,2015,8.8
2015,N,SL_TLF_UEM,508,_T,Y60T64,_T,_T,_T,_T,_T,_T,PT,0,2015,12.1
2015,N,SL_TLF_UEM,508,_T,Y60T64,_T,_T,_T,PD,_T,_T,PT,0,2015,17.3
2015,N,SL_TLF_UEM,508,_T,Y_GE65,_T,_T,_T,_T,_T,_T,PT,0,2015,13.9
2015,N,SL_TLF_UEM,508,_T,Y_GE65,_T,_T,_T,PD,_T,_T,PT,0,2015,21.6
