Year,REPORTING_TYPE,SERIES,REF_AREA,SEX,AGE,URBANISATION,EDUCATION_LEV,OCCUPATION,DISABILITY_STATUS,COMPOSITE_BREAKDOWN,INCOME_WEALTH_QUANTILE,UNIT_MEASURE,UNIT_MULT,TIME_DETAIL,Value
2015,N,D18,MZ-P,_T,_T,_T,AGG_2,_T,_T,_T,_T,PT,0,2015,26.9
2016,N,D18,MZ-P,_T,_T,_T,AGG_2,_T,_T,_T,_T,PT,0,2016,26.5
2017,N,D18,MZ-P,_T,_T,_T,AGG_2,_T,_T,_T,_T,PT,0,2017,23.9
2018,N,D18,MZ-P,_T,_T,_T,AGG_2,_T,_T,_T,_T,PT,0,2018,25.5
2019,N,D18,MZ-P,_T,_T,_T,AGG_2,_T,_T,_T,_T,PT,0,2019,29.2
2015,N,D18,MZ-N,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,PT,0,2015,106.9
2016,N,D18,MZ-N,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,PT,0,2016,107.8
2017,N,D18,MZ-N,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,PT,0,2017,110.3
2018,N,D18,MZ-N,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,PT,0,2018,116.8
2019,N,D18,MZ-N,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,PT,0,2019,114.2
2015,N,D18,MZ-N,_T,_T,_T,AGG_2,_T,_T,_T,_T,PT,0,2015,28.6
2016,N,D18,MZ-N,_T,_T,_T,AGG_2,_T,_T,_T,_T,PT,0,2016,25.5
2017,N,D18,MZ-N,_T,_T,_T,AGG_2,_T,_T,_T,_T,PT,0,2017,26.5
2018,N,D18,MZ-N,_T,_T,_T,AGG_2,_T,_T,_T,_T,PT,0,2018,27.9
2019,N,D18,MZ-N,_T,_T,_T,AGG_2,_T,_T,_T,_T,PT,0,2019,30.4
2015,N,D18,MZ-Q,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,PT,0,2015,147.7
2016,N,D18,MZ-Q,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,PT,0,2016,146.4
2017,N,D18,MZ-Q,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,PT,0,2017,145.9
2018,N,D18,MZ-Q,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,PT,0,2018,153.9
2019,N,D18,MZ-Q,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,PT,0,2019,126.6
2015,N,D18,MZ-Q,_T,_T,_T,AGG_2,_T,_T,_T,_T,PT,0,2015,27.0
2016,N,D18,MZ-Q,_T,_T,_T,AGG_2,_T,_T,_T,_T,PT,0,2016,26.2
2017,N,D18,MZ-Q,_T,_T,_T,AGG_2,_T,_T,_T,_T,PT,0,2017,25.3
2018,N,D18,MZ-Q,_T,_T,_T,AGG_2,_T,_T,_T,_T,PT,0,2018,25.2
2019,N,D18,MZ-Q,_T,_T,_T,AGG_2,_T,_T,_T,_T,PT,0,2019,26.4
2015,N,D18,MZ-T,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,PT,0,2015,98.4
2016,N,D18,MZ-T,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,PT,0,2016,96.6
2017,N,D18,MZ-T,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,PT,0,2017,96.3
2018,N,D18,MZ-T,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,PT,0,2018,99.5
2019,N,D18,MZ-T,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,PT,0,2019,118.9
2015,N,D18,MZ-T,_T,_T,_T,AGG_2,_T,_T,_T,_T,PT,0,2015,28.6
2016,N,D18,MZ-T,_T,_T,_T,AGG_2,_T,_T,_T,_T,PT,0,2016,28.4
2017,N,D18,MZ-T,_T,_T,_T,AGG_2,_T,_T,_T,_T,PT,0,2017,28.8
2018,N,D18,MZ-T,_T,_T,_T,AGG_2,_T,_T,_T,_T,PT,0,2018,30.5
2019,N,D18,MZ-T,_T,_T,_T,AGG_2,_T,_T,_T,_T,PT,0,2019,32.1
2015,N,D18,MZ-B,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,PT,0,2015,108.0
2016,N,D18,MZ-B,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,PT,0,2016,109.2
2017,N,D18,MZ-B,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,PT,0,2017,104.6
2018,N,D18,MZ-B,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,PT,0,2018,111.8
2019,N,D18,MZ-B,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,PT,0,2019,159.6
2015,N,D18,MZ-B,_T,_T,_T,AGG_2,_T,_T,_T,_T,PT,0,2015,45.9
2016,N,D18,MZ-B,_T,_T,_T,AGG_2,_T,_T,_T,_T,PT,0,2016,38.2
2017,N,D18,MZ-B,_T,_T,_T,AGG_2,_T,_T,_T,_T,PT,0,2017,38.3
2018,N,D18,MZ-B,_T,_T,_T,AGG_2,_T,_T,_T,_T,PT,0,2018,42.1
2019,N,D18,MZ-B,_T,_T,_T,AGG_2,_T,_T,_T,_T,PT,0,2019,45.6
2015,N,D18,MZ-S,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,PT,0,2015,112.3
2016,N,D18,MZ-S,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,PT,0,2016,111.1
2017,N,D18,MZ-S,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,PT,0,2017,110.4
2018,N,D18,MZ-S,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,PT,0,2018,116.0
2019,N,D18,MZ-S,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,PT,0,2019,116.9
2015,N,D18,MZ-S,_T,_T,_T,AGG_2,_T,_T,_T,_T,PT,0,2015,51.4
2016,N,D18,MZ-S,_T,_T,_T,AGG_2,_T,_T,_T,_T,PT,0,2016,48.6
2017,N,D18,MZ-S,_T,_T,_T,AGG_2,_T,_T,_T,_T,PT,0,2017,47.2
2018,N,D18,MZ-S,_T,_T,_T,AGG_2,_T,_T,_T,_T,PT,0,2018,49.7
2019,N,D18,MZ-S,_T,_T,_T,AGG_2,_T,_T,_T,_T,PT,0,2019,52.0
2015,N,D18,MZ-I,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,PT,0,2015,111.3
2016,N,D18,MZ-I,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,PT,0,2016,113.0
2017,N,D18,MZ-I,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,PT,0,2017,112.9
2018,N,D18,MZ-I,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,PT,0,2018,115.5
2019,N,D18,MZ-I,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,PT,0,2019,124.0
2015,N,D18,MZ-I,_T,_T,_T,AGG_2,_T,_T,_T,_T,PT,0,2015,60.9
2016,N,D18,MZ-I,_T,_T,_T,AGG_2,_T,_T,_T,_T,PT,0,2016,60.3
2017,N,D18,MZ-I,_T,_T,_T,AGG_2,_T,_T,_T,_T,PT,0,2017,60.2
2018,N,D18,MZ-I,_T,_T,_T,AGG_2,_T,_T,_T,_T,PT,0,2018,62.7
2019,N,D18,MZ-I,_T,_T,_T,AGG_2,_T,_T,_T,_T,PT,0,2019,64.4
2015,N,D18,MZ-G,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,PT,0,2015,111.6
2016,N,D18,MZ-G,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,PT,0,2016,114.5
2017,N,D18,MZ-G,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,PT,0,2017,115.5
2018,N,D18,MZ-G,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,PT,0,2018,118.4
2019,N,D18,MZ-G,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,PT,0,2019,120.0
2015,N,D18,MZ-G,_T,_T,_T,AGG_2,_T,_T,_T,_T,PT,0,2015,54.6
2016,N,D18,MZ-G,_T,_T,_T,AGG_2,_T,_T,_T,_T,PT,0,2016,55.3
2017,N,D18,MZ-G,_T,_T,_T,AGG_2,_T,_T,_T,_T,PT,0,2017,55.6
2018,N,D18,MZ-G,_T,_T,_T,AGG_2,_T,_T,_T,_T,PT,0,2018,58.1
2019,N,D18,MZ-G,_T,_T,_T,AGG_2,_T,_T,_T,_T,PT,0,2019,59.4
2015,N,D18,MZ-L,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,PT,0,2015,118.7
2016,N,D18,MZ-L,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,PT,0,2016,126.2
2017,N,D18,MZ-L,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,PT,0,2017,125.1
2018,N,D18,MZ-L,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,PT,0,2018,127.4
2019,N,D18,MZ-L,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,PT,0,2019,101.3
2015,N,D18,MZ-L,_T,_T,_T,AGG_2,_T,_T,_T,_T,PT,0,2015,80.7
2016,N,D18,MZ-L,_T,_T,_T,AGG_2,_T,_T,_T,_T,PT,0,2016,79.5
2017,N,D18,MZ-L,_T,_T,_T,AGG_2,_T,_T,_T,_T,PT,0,2017,77.2
2018,N,D18,MZ-L,_T,_T,_T,AGG_2,_T,_T,_T,_T,PT,0,2018,79.6
2019,N,D18,MZ-L,_T,_T,_T,AGG_2,_T,_T,_T,_T,PT,0,2019,84.1
2015,N,D18,MZ6,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,PT,0,2015,103.4
2016,N,D18,MZ6,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,PT,0,2016,108.0
2017,N,D18,MZ6,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,PT,0,2017,104.0
2018,N,D18,MZ6,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,PT,0,2018,103.4
2019,N,D18,MZ6,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,PT,0,2019,102.6
2015,N,D18,MZ6,_T,_T,_T,AGG_2,_T,_T,_T,_T,PT,0,2015,129.7
2016,N,D18,MZ6,_T,_T,_T,AGG_2,_T,_T,_T,_T,PT,0,2016,123.3
2017,N,D18,MZ6,_T,_T,_T,AGG_2,_T,_T,_T,_T,PT,0,2017,110.9
2018,N,D18,MZ6,_T,_T,_T,AGG_2,_T,_T,_T,_T,PT,0,2018,107.6
2019,N,D18,MZ6,_T,_T,_T,AGG_2,_T,_T,_T,_T,PT,0,2019,108.7
