Year,REPORTING_TYPE,SERIES,REF_AREA,SEX,AGE,URBANISATION,EDUCATION_LEV,OCCUPATION,DISABILITY_STATUS,COMPOSITE_BREAKDOWN,INCOME_WEALTH_QUANTILE,UNIT_MEASURE,UNIT_MULT,TIME_DETAIL,Value
2015,N,SE_GPI_PART,MZ-P,_T,_T,_T,AGG_2_3,_T,_T,_T,_T,PT,0,2015,0.65
2016,N,SE_GPI_PART,MZ-P,_T,_T,_T,AGG_2_3,_T,_T,_T,_T,PT,0,2016,0.81
2017,N,SE_GPI_PART,MZ-P,_T,_T,_T,AGG_2_3,_T,_T,_T,_T,PT,0,2017,0.84
2015,N,SE_GPI_PART,MZ-N,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,PT,0,2015,0.91
2016,N,SE_GPI_PART,MZ-N,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,PT,0,2016,0.92
2017,N,SE_GPI_PART,MZ-N,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,PT,0,2017,0.92
2015,N,SE_GPI_PART,MZ-N,_T,_T,_T,AGG_2_3,_T,_T,_T,_T,PT,0,2015,0.72
2016,N,SE_GPI_PART,MZ-N,_T,_T,_T,AGG_2_3,_T,_T,_T,_T,PT,0,2016,0.77
2017,N,SE_GPI_PART,MZ-N,_T,_T,_T,AGG_2_3,_T,_T,_T,_T,PT,0,2017,0.78
2015,N,SE_GPI_PART,MZ-Q,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,PT,0,2015,0.86
2016,N,SE_GPI_PART,MZ-Q,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,PT,0,2016,0.87
2017,N,SE_GPI_PART,MZ-Q,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,PT,0,2017,0.88
2015,N,SE_GPI_PART,MZ-Q,_T,_T,_T,AGG_2_3,_T,_T,_T,_T,PT,0,2015,0.73
2016,N,SE_GPI_PART,MZ-Q,_T,_T,_T,AGG_2_3,_T,_T,_T,_T,PT,0,2016,0.73
2017,N,SE_GPI_PART,MZ-Q,_T,_T,_T,AGG_2_3,_T,_T,_T,_T,PT,0,2017,0.74
2015,N,SE_GPI_PART,MZ-T,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,PT,0,2015,0.94
2016,N,SE_GPI_PART,MZ-T,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,PT,0,2016,0.95
2017,N,SE_GPI_PART,MZ-T,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,PT,0,2017,0.96
2015,N,SE_GPI_PART,MZ-T,_T,_T,_T,AGG_2_3,_T,_T,_T,_T,PT,0,2015,1.29
2016,N,SE_GPI_PART,MZ-T,_T,_T,_T,AGG_2_3,_T,_T,_T,_T,PT,0,2016,0.81
2017,N,SE_GPI_PART,MZ-T,_T,_T,_T,AGG_2_3,_T,_T,_T,_T,PT,0,2017,0.83
2015,N,SE_GPI_PART,MZ-B,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,PT,0,2015,0.9
2016,N,SE_GPI_PART,MZ-B,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,PT,0,2016,0.91
2017,N,SE_GPI_PART,MZ-B,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,PT,0,2017,0.92
2015,N,SE_GPI_PART,MZ-B,_T,_T,_T,AGG_2_3,_T,_T,_T,_T,PT,0,2015,0.73
2016,N,SE_GPI_PART,MZ-B,_T,_T,_T,AGG_2_3,_T,_T,_T,_T,PT,0,2016,0.76
2017,N,SE_GPI_PART,MZ-B,_T,_T,_T,AGG_2_3,_T,_T,_T,_T,PT,0,2017,0.78
2015,N,SE_GPI_PART,MZ-S,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,PT,0,2015,0.86
2016,N,SE_GPI_PART,MZ-S,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,PT,0,2016,0.87
2017,N,SE_GPI_PART,MZ-S,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,PT,0,2017,0.87
2015,N,SE_GPI_PART,MZ-S,_T,_T,_T,AGG_2_3,_T,_T,_T,_T,PT,0,2015,0.47
2016,N,SE_GPI_PART,MZ-S,_T,_T,_T,AGG_2_3,_T,_T,_T,_T,PT,0,2016,0.81
2017,N,SE_GPI_PART,MZ-S,_T,_T,_T,AGG_2_3,_T,_T,_T,_T,PT,0,2017,0.82
2015,N,SE_GPI_PART,MZ-I,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,PT,0,2015,0.99
2016,N,SE_GPI_PART,MZ-I,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,PT,0,2016,0.99
2017,N,SE_GPI_PART,MZ-I,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,PT,0,2017,0.98
2015,N,SE_GPI_PART,MZ-I,_T,_T,_T,AGG_2_3,_T,_T,_T,_T,PT,0,2015,1.19
2016,N,SE_GPI_PART,MZ-I,_T,_T,_T,AGG_2_3,_T,_T,_T,_T,PT,0,2016,1.2
2017,N,SE_GPI_PART,MZ-I,_T,_T,_T,AGG_2_3,_T,_T,_T,_T,PT,0,2017,1.23
2015,N,SE_GPI_PART,MZ-G,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,PT,0,2015,1.0
2016,N,SE_GPI_PART,MZ-G,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,PT,0,2016,1.0
2017,N,SE_GPI_PART,MZ-G,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,PT,0,2017,1.0
2015,N,SE_GPI_PART,MZ-G,_T,_T,_T,AGG_2_3,_T,_T,_T,_T,PT,0,2015,1.34
2016,N,SE_GPI_PART,MZ-G,_T,_T,_T,AGG_2_3,_T,_T,_T,_T,PT,0,2016,1.34
2017,N,SE_GPI_PART,MZ-G,_T,_T,_T,AGG_2_3,_T,_T,_T,_T,PT,0,2017,1.37
2015,N,SE_GPI_PART,MZ-L,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,PT,0,2015,0.99
2016,N,SE_GPI_PART,MZ-L,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,PT,0,2016,1.0
2017,N,SE_GPI_PART,MZ-L,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,PT,0,2017,0.98
2015,N,SE_GPI_PART,MZ-L,_T,_T,_T,AGG_2_3,_T,_T,_T,_T,PT,0,2015,1.25
2016,N,SE_GPI_PART,MZ-L,_T,_T,_T,AGG_2_3,_T,_T,_T,_T,PT,0,2016,1.23
2017,N,SE_GPI_PART,MZ-L,_T,_T,_T,AGG_2_3,_T,_T,_T,_T,PT,0,2017,1.25
2015,N,SE_GPI_PART,MZ6,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,PT,0,2015,0.99
2016,N,SE_GPI_PART,MZ6,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,PT,0,2016,0.99
2017,N,SE_GPI_PART,MZ6,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,PT,0,2017,0.98
2015,N,SE_GPI_PART,MZ6,_T,_T,_T,AGG_2_3,_T,_T,_T,_T,PT,0,2015,1.23
2016,N,SE_GPI_PART,MZ6,_T,_T,_T,AGG_2_3,_T,_T,_T,_T,PT,0,2016,1.24
2017,N,SE_GPI_PART,MZ6,_T,_T,_T,AGG_2_3,_T,_T,_T,_T,PT,0,2017,1.34
